order,id,date,time,title,url,visitCount,typedCount,transition
98,15971,3/9/2023,19:10:38,Student_Exam_Performence_End_to_End_Project/setup.py at main · subhashdixit/Student_Exam_Performence_End_to_End_Project,https://github.com/subhashdixit/Student_Exam_Performence_End_to_End_Project/blob/main/setup.py,2,0,link
99,15970,3/9/2023,19:10:38,subhashdixit/Student_Exam_Performence_End_to_End_Project,https://github.com/subhashdixit/Student_Exam_Performence_End_to_End_Project,5,0,link
100,15970,3/9/2023,19:10:33,subhashdixit/Student_Exam_Performence_End_to_End_Project,https://github.com/subhashdixit/Student_Exam_Performence_End_to_End_Project,5,0,link
101,15970,3/9/2023,19:10:33,subhashdixit/Student_Exam_Performence_End_to_End_Project,https://github.com/subhashdixit/Student_Exam_Performence_End_to_End_Project,5,0,link
102,15970,3/9/2023,19:10:33,subhashdixit/Student_Exam_Performence_End_to_End_Project,https://github.com/subhashdixit/Student_Exam_Performence_End_to_End_Project,5,0,link
103,14348,3/9/2023,19:10:25,subhashdixit (subhashdixit) / Repositories,https://github.com/subhashdixit?tab=repositories,9,0,link
104,15969,3/9/2023,19:10:22,subhashdixit/DS_Interview_Preparation,https://github.com/subhashdixit/DS_Interview_Preparation,3,0,link
105,15969,3/9/2023,19:10:21,subhashdixit/DS_Interview_Preparation,https://github.com/subhashdixit/DS_Interview_Preparation,3,0,link
106,15969,3/9/2023,19:10:21,subhashdixit/DS_Interview_Preparation,https://github.com/subhashdixit/DS_Interview_Preparation,3,0,link
107,14348,3/9/2023,19:10:15,subhashdixit (subhashdixit) / Repositories,https://github.com/subhashdixit?tab=repositories,9,0,link
108,12788,3/9/2023,19:10:13,subhashdixit/Whatsapp_Chat_Analyzer_WebApp: This webapp will perform basic analysis for your whatsapp chat. Feel free to add more analysis into the code.,https://github.com/subhashdixit/Whatsapp_Chat_Analyzer_WebApp,12,0,link
109,15968,3/9/2023,19:10:10,Whatsapp_Chat_Analyzer_WebApp/nltk_modules.py at main · subhashdixit/Whatsapp_Chat_Analyzer_WebApp,https://github.com/subhashdixit/Whatsapp_Chat_Analyzer_WebApp/blob/main/nltk_modules.py,1,0,link
110,12788,3/9/2023,19:10:02,subhashdixit/Whatsapp_Chat_Analyzer_WebApp: This webapp will perform basic analysis for your whatsapp chat. Feel free to add more analysis into the code.,https://github.com/subhashdixit/Whatsapp_Chat_Analyzer_WebApp,12,0,link
111,15967,3/9/2023,19:08:06,Whatsapp_Chat_Analyzer_WebApp/WhatsApp_Chat_Sentiment_Analysis_&_Topic_Modelling.ipynb at main · subhashdixit/Whatsapp_Chat_Analyzer_WebApp,https://github.com/subhashdixit/Whatsapp_Chat_Analyzer_WebApp/blob/main/WhatsApp_Chat_Sentiment_Analysis_%26_Topic_Modelling.ipynb,2,0,link
112,15967,3/9/2023,19:08:06,Whatsapp_Chat_Analyzer_WebApp/WhatsApp_Chat_Sentiment_Analysis_&_Topic_Modelling.ipynb at main · subhashdixit/Whatsapp_Chat_Analyzer_WebApp,https://github.com/subhashdixit/Whatsapp_Chat_Analyzer_WebApp/blob/main/WhatsApp_Chat_Sentiment_Analysis_%26_Topic_Modelling.ipynb,2,0,link
113,12788,3/9/2023,19:08:06,subhashdixit/Whatsapp_Chat_Analyzer_WebApp: This webapp will perform basic analysis for your whatsapp chat. Feel free to add more analysis into the code.,https://github.com/subhashdixit/Whatsapp_Chat_Analyzer_WebApp,12,0,link
114,12788,3/9/2023,19:07:45,subhashdixit/Whatsapp_Chat_Analyzer_WebApp: This webapp will perform basic analysis for your whatsapp chat. Feel free to add more analysis into the code.,https://github.com/subhashdixit/Whatsapp_Chat_Analyzer_WebApp,12,0,link
115,12788,3/9/2023,19:07:45,subhashdixit/Whatsapp_Chat_Analyzer_WebApp: This webapp will perform basic analysis for your whatsapp chat. Feel free to add more analysis into the code.,https://github.com/subhashdixit/Whatsapp_Chat_Analyzer_WebApp,12,0,link
116,12788,3/9/2023,19:07:44,subhashdixit/Whatsapp_Chat_Analyzer_WebApp: This webapp will perform basic analysis for your whatsapp chat. Feel free to add more analysis into the code.,https://github.com/subhashdixit/Whatsapp_Chat_Analyzer_WebApp,12,0,link
117,14348,3/9/2023,19:07:42,subhashdixit (subhashdixit) / Repositories,https://github.com/subhashdixit?tab=repositories,9,0,link
118,14348,3/9/2023,19:07:41,subhashdixit (subhashdixit) / Repositories,https://github.com/subhashdixit?tab=repositories,9,0,link
119,14348,3/9/2023,19:07:30,subhashdixit (subhashdixit) / Repositories,https://github.com/subhashdixit?tab=repositories,9,0,link
120,14348,3/9/2023,19:07:30,subhashdixit (subhashdixit) / Repositories,https://github.com/subhashdixit?tab=repositories,9,0,link
121,14347,3/9/2023,19:07:29,subhashdixit (Subhash Dixit),https://github.com/subhashdixit,6,1,link
122,14347,3/9/2023,19:07:10,subhashdixit (Subhash Dixit),https://github.com/subhashdixit,6,1,link
123,14347,3/9/2023,19:07:09,subhashdixit (Subhash Dixit),https://github.com/subhashdixit,6,1,link
124,14347,3/9/2023,19:07:04,subhashdixit (Subhash Dixit),https://github.com/subhashdixit,6,1,link
125,14340,3/9/2023,19:06:53,(16) Subhash Dixit | LinkedIn,https://www.linkedin.com/in/subhash-dixit-nit-durgapur/,3,0,link
126,14339,3/9/2023,19:06:53,(16) LinkedIn,https://www.linkedin.com/in/subhash-dixit-nit-durgapur/?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACKxA58BIqXhucHbD9GuuWjmnk9DNNieoV8,2,0,link
127,15966,3/9/2023,19:06:39,(16) LinkedIn,https://www.linkedin.com/search/results/all/?fetchDeterministicClustersOnly=false&heroEntityKey=urn%3Ali%3Afsd_profile%3AACoAACKxA58BIqXhucHbD9GuuWjmnk9DNNieoV8&keywords=subhash%20dixit&origin=RICH_QUERY_SUGGESTION&position=0&searchId=ff50a999-1531-4597-81a4-e91884411e9b&sid=4Nx,1,0,link
128,15965,3/9/2023,19:03:38,(16) Search | LinkedIn,https://www.linkedin.com/search/results/all/?fetchDeterministicClustersOnly=false&heroEntityKey=urn%3Ali%3Afsd_profile%3AACoAADZ4MrMBCc-qL9apq4iH7M7yPm-CQgMkoq8&keywords=bhavesh%20chavan&origin=RICH_QUERY_SUGGESTION&position=0&searchId=8cb09065-e5ff-4b3a-8244-cdca523737c8&sid=DCL,1,0,link
129,9029,3/9/2023,19:03:06,LinkedIn,https://www.linkedin.com/in/bhavesh-chavan-757066216/,30,17,link
130,9029,3/9/2023,19:02:57,LinkedIn,https://www.linkedin.com/in/bhavesh-chavan-757066216/,30,17,reload
131,9029,3/9/2023,18:39:29,LinkedIn,https://www.linkedin.com/in/bhavesh-chavan-757066216/,30,17,typed
132,9029,3/9/2023,18:39:29,LinkedIn,https://www.linkedin.com/in/bhavesh-chavan-757066216/,30,17,typed
133,8585,3/9/2023,18:37:17,FULL STACK DATA SCIENCE | iNeuron.ai,https://ineuron.ai/category/FULL-STACK-DATA-SCIENCE,101,63,link
134,8585,3/9/2023,18:37:07,FULL STACK DATA SCIENCE | iNeuron.ai,https://ineuron.ai/category/FULL-STACK-DATA-SCIENCE,101,63,typed
135,8585,3/9/2023,18:37:07,FULL STACK DATA SCIENCE | iNeuron.ai,https://ineuron.ai/category/FULL-STACK-DATA-SCIENCE,101,63,typed
136,11385,3/9/2023,13:09:12,New chat,https://chat.openai.com/chat,110,56,link
137,11385,3/9/2023,13:09:11,New chat,https://chat.openai.com/chat,110,56,link
138,11385,3/9/2023,13:08:47,New chat,https://chat.openai.com/chat,110,56,form_submit
139,11385,3/9/2023,13:08:42,New chat,https://chat.openai.com/chat,110,56,link
140,11385,3/9/2023,13:08:42,New chat,https://chat.openai.com/chat,110,56,typed
141,15964,3/9/2023,0:03:25,"(1771) Bullet Proof Mindset | Andrew Tate, Linkin Park, Spy Balloon & Imposter syndrome | ART #169 - YouTube",https://www.youtube.com/watch?v=OKyrBSHArzw&list=WL&index=2,2,0,link
142,15963,3/9/2023,0:02:54,(1771) Watch Later - YouTube,https://www.youtube.com/playlist?list=WL,2,0,link
143,15964,3/9/2023,0:01:41,"(1771) Bullet Proof Mindset | Andrew Tate, Linkin Park, Spy Balloon & Imposter syndrome | ART #169 - YouTube",https://www.youtube.com/watch?v=OKyrBSHArzw&list=WL&index=2,2,0,link
144,15963,3/9/2023,0:01:33,(1771) Watch Later - YouTube,https://www.youtube.com/playlist?list=WL,2,0,link
145,15812,3/9/2023,0:01:11,(1820) day22 - YouTube,https://www.youtube.com/watch?v=pdEGmIG5iz8,10,0,link
146,15961,3/9/2023,0:01:00,"(1771) जिनके पास BATCH खरीदने तक के पैसे नही है, They should watch this video !! 🔥 - YouTube",https://www.youtube.com/watch?v=wAZZ4Q3R8Hs,2,0,link
147,15962,3/8/2023,23:58:45,(1771) I Woke up at 5am to study for UPSC|Detail UPSC strategy for beginners and 2024|UPSC VLOG - YouTube,https://www.youtube.com/watch?v=HkanKI692CA,1,0,link
148,15961,3/8/2023,23:40:55,"(1771) जिनके पास BATCH खरीदने तक के पैसे नही है, They should watch this video !! 🔥 - YouTube",https://www.youtube.com/watch?v=wAZZ4Q3R8Hs,2,0,link
149,15812,3/8/2023,23:27:44,(1820) day22 - YouTube,https://www.youtube.com/watch?v=pdEGmIG5iz8,10,0,link
150,15960,3/8/2023,23:18:18,(1771) How India celebrated Holi with World Leaders | Beautiful scenes from all over India - YouTube,https://www.youtube.com/watch?v=_uLMd2mB0HU,1,0,link
151,15812,3/8/2023,23:18:18,(1820) day22 - YouTube,https://www.youtube.com/watch?v=pdEGmIG5iz8,10,0,link
152,15812,3/8/2023,23:17:51,(1820) day22 - YouTube,https://www.youtube.com/watch?v=pdEGmIG5iz8,10,0,link
153,15811,3/8/2023,23:17:22,day22 - YouTube,https://www.youtube.com/watch?v=pdEGmIG5iz8&feature=youtu.be,4,0,link
154,15874,3/8/2023,23:15:09,Shivan118/Pythpn-application,https://github.com/Shivan118/Pythpn-application,4,0,link
155,15806,3/8/2023,23:10:11,DS_Batch_5th - Google Sheets,https://docs.google.com/spreadsheets/d/1XEQM9DVpP4ylyenHHwRn-Z_0U0JuLnVFUcEoZ2zcnFs/edit#gid=0,5,0,link
156,15805,3/8/2023,23:09:58,DS_Batch_5th - Google Sheets,https://docs.google.com/spreadsheets/d/1XEQM9DVpP4ylyenHHwRn-Z_0U0JuLnVFUcEoZ2zcnFs/edit,4,0,link
157,15804,3/8/2023,23:09:58,DS_Batch_5th - Google Sheets,https://docs.google.com/spreadsheets/d/1XEQM9DVpP4ylyenHHwRn-Z_0U0JuLnVFUcEoZ2zcnFs/edit?usp=sharing,8,0,link
158,15804,3/8/2023,23:09:52,DS_Batch_5th - Google Sheets,https://docs.google.com/spreadsheets/d/1XEQM9DVpP4ylyenHHwRn-Z_0U0JuLnVFUcEoZ2zcnFs/edit?usp=sharing,8,0,link
159,9353,3/8/2023,22:44:42,(1) WhatsApp,https://web.whatsapp.com/,81,28,reload
160,15955,3/8/2023,18:18:20,deep-learning/cnn.ipynb at main · sunnysavita10/deep-learning,https://github.com/sunnysavita10/deep-learning/blob/main/cnn.ipynb,4,0,link
161,15955,3/8/2023,18:18:19,deep-learning/cnn.ipynb at main · sunnysavita10/deep-learning,https://github.com/sunnysavita10/deep-learning/blob/main/cnn.ipynb,4,0,link
162,13180,3/8/2023,18:18:19,sunnysavita10/deep-learning,https://github.com/sunnysavita10/deep-learning,39,0,link
163,13180,3/8/2023,18:18:13,sunnysavita10/deep-learning,https://github.com/sunnysavita10/deep-learning,39,0,link
164,15958,3/8/2023,18:17:58,deep-learning/cnn_foundation.ipynb at main · sunnysavita10/deep-learning,https://github.com/sunnysavita10/deep-learning/blob/main/cnn_foundation.ipynb,2,0,link
165,15958,3/8/2023,18:17:58,deep-learning/cnn_foundation.ipynb at main · sunnysavita10/deep-learning,https://github.com/sunnysavita10/deep-learning/blob/main/cnn_foundation.ipynb,2,0,link
166,13180,3/8/2023,18:17:58,sunnysavita10/deep-learning,https://github.com/sunnysavita10/deep-learning,39,0,link
167,13180,3/8/2023,18:17:22,sunnysavita10/deep-learning,https://github.com/sunnysavita10/deep-learning,39,0,link
168,15957,3/8/2023,18:16:39,deep-learning/fsds_may_mnist.ipynb at main · sunnysavita10/deep-learning,https://github.com/sunnysavita10/deep-learning/blob/main/fsds_may_mnist.ipynb,2,0,link
169,15957,3/8/2023,18:16:38,deep-learning/fsds_may_mnist.ipynb at main · sunnysavita10/deep-learning,https://github.com/sunnysavita10/deep-learning/blob/main/fsds_may_mnist.ipynb,2,0,link
